id,airline,date,location,rating,cabin,value,recommended,review
10557,Southwest Airlines,8-Oct-13,USA,10,Economy,5,YES,I flew Southwest today for the first time. Flight 905 LGA to Chicago Midway. Easy check in online pre-queue at the airport. Seats are comfortable with decent legroom clean and new aircraft professional cabin crew. Left 5 min late due ramp congestion but arrived in Midway 20 min earlier. Will fly with them again and certainly would recommend.
10558,Southwest Airlines,4-Oct-13,USA,0,Economy,2,NO,Birmingham AL to Orlando FL on Oct. 2 2013. Flight number 243. Southwest has fallen into the cattle service crowd. Not only nothing special here their cute casual personality now falls short and is boring. Non service oriented on the plane and even worse in re-shuffling flight schedules for maximum load making paying customers wait in airports because their original flight get canceled. A value no longer all the best I'm flying with someone who cares about my loyalty.
10559,Southwest Airlines,2-Oct-13,UK,5,Economy,4,YES,Three recent trips on Southwest (AUS-DEN DEN-SMF SFO-PHX). All three were delayed with times ranging from an acceptable 20 mins to a nail biting 75 mins delay which meant we almost missed our connecting flight. Gate agents were all friendly and kept us informed. On board was a different matter with rarely a smile from the flight attendants. Southwest used to be so different from the competition but I don't think this is the case anymore. Free checked bags is certainly an advantage though.
10560,Southwest Airlines,20-Sep-13,USA,9,Economy,5,YES,This was our first time with Southwest round-trip from DEN-LAX both flights left and arrived on time. There were no problems or delays with boarding. Check-in and baggage check-in very efficient. This was wonderful considering that we have often flown United USAir American Delta and not once did the plane leave on time and had problems with loading. The crew were polite and courteous unlike those other US airlines we have flown.
10561,Southwest Airlines,16-Sep-13,USA,3,Economy,2,NO,I recently flew to New York City and my airport was LaGuardia. The flight to New York was fine and went without a problem. However my return flight home where I was on a time crunch was quite different. I recognize that the delay in getting home was due to lighting strikes in the area not an organizational management issue of SW and for safety considerations all flights in and out of LaGuardia were delayed. The terminal at LaGuardia is far too small to accommodate the business for Southwest especially when an unforeseen event occurs as in this case. SW had one Customer Care representative trying to handle a large number of passengers. Finally another representative showed up. Then appeared a supervisor who decided to make an issue with his subordinate about how long his break was to be I have never witnessed such unprofessional behavior at an airline counter as this. It was unbearable in that worn out terminal - nowhere to sit people sitting on the floor in walkways and exit ways. I stood in- line again just to be given misinformation from that same supervisor/manager that there would no problem. After 5.5 hours in that crowed musty terminal I went out of security back down to the check-in counter where I found a representative who was helpful. I don't think I will take SW to New York especially via LaGuardia ever again.
10562,Southwest Airlines,16-Sep-13,New Zealand,10,Economy,5,YES,SFO-LAS. First time flying Southwest! The crew were hilarious. Great quick flight - left and arrived on time boarding was quick and efficient and the baggage arrived quickly. Loved this airline and would happily fly them as my carrier of choice for my next trip to America.
10563,Southwest Airlines,11-Sep-13,USA,2,Economy,3,NO,From Vegas back to San Francisco. In Group B I was one of the first people to board the plane. When I heard my group being called I stood in line in the right number section that was written on my boarding pass. Following the people in line in front of me I presented my boarding pass to the attendant and she responded in such a rude way I never want to fly Southwest again. As I presented my boarding pass without eye contact she handed it back to me. Instead of placing it back in my hand she practically tossed it to me landing on the ground. She instead grumbled this isn't your group. Please wait to board when I call your group. Confused I replied is this group B?&#8221; She stared at the pass for a while and responded &#8220;Oh I thought I called the wrong group!&#8221; And finally let me board. This frustrated me as the attendant didn't make eye contact with me the whole time we were talking. The captain and crew members were unprofessional and laughed many times over the main speaker when making announcements. My flight was on Sunday around 10.30am departing from Vegas. Not such a great way to end my vacation.
10564,Southwest Airlines,6-Sep-13,USA,10,Economy,5,YES,I'm Executive Platinum with AA and as we live in Austin AA is usually our carrier of choice. Recent trip to LAS we booked Southwest for the non-stops on this round trip. Never been on Southwest before and I was sure they were not going to match AA. Paid for Early Boarding and received low A group boarding on both flights. Their airport kiosks for bag drop is very user friendly and both flights were the fastest check in I've experienced. I don't mind paying baggage fees when I have to but the 2 bags free policy was a nice change. Boarding was organized and everyone paid close attention as where to stand in line. The planes are very clean and the seats for coach are great. Standard legroom and the open seating was fine for this trip. Very fast boarding they may be on to something here. Fast on board service without carts in the aisle. Overall a very nice trip and would easily use Southwest again for certain trips out of Austin. They do serve a niche.
10565,Southwest Airlines,5-Sep-13,USA,2,Economy,2,NO,"Had the displeasure of flying Flight 2878 (9/2/2013) last night from Dallas to St. Louis. Flight was supposed to depart at 7.05pm but we were in the plane on the ground at 7.25pm when I got a voice mail message from Southwest Airlines to tell me that the flight would leave at 7.25pm. Flight taxied out at 7.35pm and got in position to take off when the flight crew declared a ""Medical Emergency"" and returned to the terminal where we sat until 8.05pm. Finally took off and landed in St. Louis at 9.30pm - 50 minutes late. Sunday night flights to St. Louis are repeatedly late."
10566,Southwest Airlines,5-Sep-13,USA,2,Economy,2,NO,Our first and last time using Southwest. We flew from New York (LGA) to Chicago (MDW) over the Labor Day weekend. Outbound trip was ok but the return was chaotic. Our return flight was scheduled for an 8pm departure but was delayed to 11pm due to some weather issues which we can understand. However they kept changing the departure status from 11pm to 10.30pm to 9.10pm and then to 9.45pm. When they changed it to 9.10pm this was when we had to scramble to the airport. We managed to make it to Midway but we were scattered on the plane even when we had Boarding group A. Either way it is best to avoid Southwest Airlines at all costs.
10567,Southwest Airlines,3-Sep-13,USA,1,Economy,3,NO,Horrible experience coming home from Disneyworld in Orlando on Saturday August 31. The Southwest flight from Orlando to Chicago missed the connecting flight to Philadelphia by about 10 minutes. We were put on standby for the next flight to Philadelphia 4 hours later but they did not have 4 tickets for my family for that flight (but they sent our checked-in luggage back to Philadelphia on that flight). We were then told at the MDW Southwest desk that there was no flight to Philadelphia for another 3 days but that Southwest was not offering us any overnight lodging or meal vouchers. We were incredulous. At least a dozen other Philadelphians were stranded. We finally took city transit to Union Station and grabbed an Amtrak to NYC then were back home in Philadelphia Sunday night.
10568,Southwest Airlines,28-Aug-13,Canada,9,Economy,5,YES,Another pleasant set of flights on Southwest. BUF-LAS 737-700 LAS-BUF 737-800 (Sky interior with larger overhead bins). Got the seats with double leg room on both flights even with an A30/A37 boarding number. Glad I paid for Early-bird check-in. ($12.50 US each way). Bag drop a bit slow in BUF - can't understand why they don't have a dedicated bag drop line. All flights on time. Drink/snack service on all legs with an additional water service on the longer legs. Luggage delivered quickly at LAS and BUF. Already planning my next trip on Southwest.
10569,Southwest Airlines,28-Aug-13,USA,10,Economy,5,YES,I have traveled Southwest for years. Always good service and friendly flight attendants. Recently I flew from Omaha to Las Vegas. I arrived at McCarran Airport at approximately 12.10pm. I had to get to my shuttle location by 12.30pm otherwise I would have to wait until 2pm to catch the next shuttle. I didn't think that there was anyway I could catch the 12.30pm shuttle because of the time to get the baggage off the plane. To my complete amazement the luggage arrived very quickly and I was able to get to the shuttle that left at 12.30pm.
10570,Southwest Airlines,28-Aug-13,New Zealand,10,Economy,5,YES,I've flown 12 separate flights on Southwest over the last 5 months and I have always found the flights to be pleasant. The line-up seating encourages passengers to interact and the crew have always been friendly and helpful. The on-board wi-fi for $8/day was well worth the expense and can be off-set by the fact that there is no charge for up to two 50 lb bags! Granted there is no 5-star service but Southwest provides an enjoyable experience for a great price.
10571,Southwest Airlines,23-Aug-13,USA,0,Economy,1,NO,Definitely not for families as you will have to be seated separately throughout the plane. The initial airfare is low until you pay the extra fees for earlier check-in times so you get a chance to sit together. I checked in 2 hours early sat in the back seat where the cabin narrows very uncomfortable and my family was spread throughout the plane. To my surprise flight attendants got up after sitting in passenger allocated seating after everyone had boarded and joked about empty seats! This airline is a nightmare! However if you are traveling alone and can check in at least a week early and are comfortable with pushing shoving and being rude then maybe this airline is for you.
10572,Southwest Airlines,16-Aug-13,USA,7,Economy,4,YES,OAK - HOU round trip 73Fs both ways and I was in Seat 5F going and 4F on the return. Evolve Interior not bad and my only complaint is a lack of power ports. Cute cookies. Staff not at all bad. Only real complaint was that outbound flight was delayed but they made up for the delay in the air so even though I literally ran through HOU I did pick up my rental car before they closed for the day.
10573,Southwest Airlines,15-Aug-13,USA,0,Economy,1,NO,"They did not hold my plane for my connecting flight. I asked the flight attendant to whisk me to the front of the plane so I could make a run for it and he said ""they'll hold the plane for you. I've worked here for 25 years and we've never just left someone behind."" Well after waiting for 100 people to deplane I made a run for it and got to the gate just as the plane was pulling away."
10574,Southwest Airlines,12-Aug-13,USA,0,Economy,1,NO,Had a flight from MD to FL the most unorganized flight I have ever been on. It is as if they have never had a flight before! Yes it was that bad! I have been using this company for years and after this experience I will never use them again! It was simply chaos. Avoid at all cost!
10575,Southwest Airlines,9-Aug-13,USA,10,Economy,4,YES,August 2013 DEN-OMA-DEN. Travelled to Omaha for business trip. Plane about 80% full both flights. First time in a long time-actually can't remember when-both flights arrived on time. FAs very pleasant and helpful really nothing to criticize; would recommend based on punctuality alone.
10576,Southwest Airlines,9-Aug-13,Australia,10,Economy,5,YES,LAX-DEN-MKE-LAX. All flights worked a treat except a delay out of Denver due to fog of all things - and Denver sits at 5000 feet! Paid for early check-in and was in low A group every time. Once you understand their system and its quite logical SW is a great airline to fly with.
10577,Southwest Airlines,2-Aug-13,USA,2,Economy,2,NO,HOU-LGA-HOU on 737-300 both ways. Boarding was chaotic; cattle herding people onto the plane was very unusual and not efficient. Seats and aircraft were outdated. Seats were very uncomfortable and gave me little legroom. I found myself having to move around in my seat every 30 seconds. Flight attendants were slow to respond. Inflight entertainment was a SkyMall magazine free viewing of the news networks (FOX ABC etc.) free flight tracking software and slow overpriced wifi for 8 USD. Turbulence was awful coming into LGA. Only good thing about was that you get 2 bags free.
10578,Southwest Airlines,25-Jul-13,USA,2,Economy,4,NO,"July 23 flight 2528. Very poor customer service from flight attendant. I realize its been a long day for them but when customer service is 90% of your job the expectation is that you bite your younger when passengers are upset about unexpected plane changes. Her condescending ""Hun"" is unacceptable."
10579,Southwest Airlines,25-Jul-13,USA,0,Economy,1,NO,"My plane landed at 6pm today. I wasn't even suppose to leave the plane just board more passengers then off to Flint. Well we all had to unload and wait for them to find another pilot. For an hour were held due to weather issues. Then they decided the pilot would be with us at 9pm this was delayed until 945. So we load get ready to leave at 10.15 and then there was a ""mechanical issue"" that had to be checked. 30 mins later we finally got ready to take off. Then the pilot comes over the PA to tell us we were going back to the gate. So 11.00 at night and were waiting for them to find another pilot. Moral of the story. Save yourself time and money and don't fly Southwest."
10580,Southwest Airlines,25-Jul-13,USA,10,Economy,5,YES,I flew from Albany NY to Oakland CA to get married. When the crew found out I was getting married I was presented with a bottle of Korbel champagne! What a lovely gesture from an airline that puts service first.
10581,Southwest Airlines,22-Jul-13,USA,2,Economy,2,NO,Southwest is not the on time airline it used to be. I was on a flight from Salt Lake City to Phoenix in march and it was delayed 5 hours. Then my children were flying from Phoenix to Providence as unaccompanied minors in June and they were on the plane and it had an issue so they had to deplane and find another airplane. They arrived 3 hours late and one hour before my husband who was also flying into Providence whose plane was delayed coming from Tampa. So the grandfather had to drive to the airport at 12.30 am to get the kids as they were unaccompanied minors. Now I am on a plane headed to Boston and it is delayed by two hours taking away they night I had planned in the city. I have been a loyal SWA customer but no more.
10582,Southwest Airlines,11-Jul-13,USA,10,Economy,5,YES,Non-stop from Rochester to Orlando. Friendly crew. We traveled with our two children one being a toddler. The staff were friendly and courteous and checked on us several times. We didn't have any delays except on return and it was only ten minutes. I would definitely fly Southwest again!
10583,Southwest Airlines,11-Jul-13,USA,10,Economy,5,YES,Great flight. Flew from TPA-MDW non-stop. Nothing bad on the whole flight. Had a slight delay because there was a passenger who could not find his seat. Flight had an early arrival. Would fly again.
10584,Southwest Airlines,9-Jul-13,USA,6,Economy,4,YES,I fly every other week and have been a loyal SW customer for years. I have however noticed that more and more recently over the past year that my flights are delayed. I'm not sure if its an issue that arose from the AirTran acquisition or just their rapid expansion and growth but something is definitely amiss. More frequent and longer delays have me worried about the future and continuing to use SW exclusively. I have found that the best way to avoid said delays is taking one of the first few flights of the day avoiding delays that seem not to stem from weather/mechanical issues but rather confusion that just seems to pick up steam throughout the day. If you don't like to wake up early bring a good book!
10585,Southwest Airlines,9-Jul-13,Ireland,9,Economy,5,YES,Nashville-New Orleans on July 1st. Slightly delayed due to weather where the incoming plan left from but after that it was good. Free soft drink snack and checked bag can't believe Ryanair are based on Southwest worlds apart.
10586,Southwest Airlines,4-Jul-13,USA,0,Economy,2,NO,This is one of the worst customer care I have seen I booked my a flight for my children (12 and 9) as junior travelers because SWA had told me they would allow my sister to pick them up at the gate and they do not need someone there through out the flight. Flight delayed an hour and did not allow my sister to the gate. SWA personnel told her they would bring back the kids. However when my sister saw the woman (without the kids) her answer was they did not pay the fee. SWA left them to sort it out on their own at 2am at Boston airport!
10587,Southwest Airlines,22-Jun-13,USA,0,Economy,1,NO,I am from Tucson and live in San Diego. I make about 3 trips per year back to Tucson and usually drive every time. I decided to try flying to save time. The car picked me up at 6.55pm on 6/12 for flight 499 from SAN to TUS (9.05 flight time). I waited in the Airport for 2 hours until we finally boarded at 9.15pm sat on runway for 20 minutes and finally took off at 9.42pm. Again the flight was supposed to take off at 9.05pm. Crew were unapologetic and slow moving. We didn't land until 10.50pm. On the way back to San Diego on flight 1858 we were supposed to leave at 9.30am. It is 9.39am now and the estimated departure is now 10.15am. I have heard no updates from staff. No announcements. I will never fly Southwest again.
10588,Southwest Airlines,20-Jun-13,USA,10,Economy,5,YES,My flight to Chicago from Ft. Lauderdale via St. Louis 5/12-13/2013 was interrupted by extremely bad weather in Chicago at MDW. Southwest staff were very involved in getting myself and all the other passengers on Flt 352 to our destination. I did arrive late but did indeed arrive and so did my luggage.
10589,Southwest Airlines,20-Jun-13,USA,10,Economy,5,YES,23-27 May 2013 Columbus OH - CMH to Ft. Lauderdale FL - FLL. Southwest is our preferred airline and we fly 3-5 times a year. Every time we've used another airline (because someone else was booking the flights or Southwest flights for the times we needed were full) we've regretted it. When we first flew Southwest it took us awhile to get used to how seats are chosen because we'd always flown airlines that had assigned seats. Now we just pay the extra $10 per person for early boarding and make friends with the people around us who are waiting to board. We love how friendly the flight crews are and that their fun personalities come through during the flights. They are funny personable helpful. During one flight there was loud knocking on the outside of the plane which caused the plane to be re-routed to change planes. Southwest gave us a credit for the trouble without us asking.
10590,Southwest Airlines,13-Jun-13,USA,8,Economy,5,YES,I had a connection in ATL on my way to BWI after taxiing out we went back to the gate with mechanical issues. The de-icer warning light came on. They told us we would have to wait for the plane to be fixed as there were no available planes after de-boarding they said they had found another plane for us. It got us to our destination 5 hours late I missed my shuttle and had to rent a car to arrive at my destination on time. I called SWA and they willingly issued me a travel voucher for $300 to cover the cost of the car. I was happy with this compromise although cash would have been best. The crew etc were fine no issues there. The only thing I can say and it might be too critical is I would have expected them to be more proactive about reimbursing for the inconvenience.
10591,Southwest Airlines,11-Jun-13,USA,10,Economy,4,YES,CLE-MCI with a stopover at MDW. The flight crew were attentive and nice and the plane a Boeing 737-700 was very clean.
10592,Southwest Airlines,29-May-13,USA,3,Economy,4,NO,I will never fly Southwest again even though they were $300 cheaper than the opposition. I have never had this many flight delays in my 10 years of flying combined that I have had with SWA in the last 2 days! The weather has been good! If you want to save money and don't care about things like arriving/departing on time they aren't that bad. Also I am not a fan of the royal rumble/every man for his own seat scenario that plays out every flight. I sincerely felt as if we were playing musical chair every time that we dumped off another filled-to the seats load that we just picked up on our fourth stop. Putting my bag way in the front and then hiking to the back for my seat wasn't a blast either. All in all the savings in my opinion does not warrant the lack of professional services that should be granted from an airline.
10593,Southwest Airlines,28-May-13,USA,1,Economy,2,NO,"LAX-LAS-DEN flight delayed due to mechanical problems. After a 2 hr delay gate agent announced we would receive $100 vouchers off future travel. We couldn't re-book on the next flight as it was full. Unfortunately problem was not fixed and flight was canceled 4 hrs after scheduled departure. We were re-booked and arrived 6 hours late. While I understand mechanical issues happen such a long delay is unacceptable on a short 1 hr flight such as LAX-LAS. Southwest should have been able to swap out an aircraft at a major hub such as LAX. Prompt re-booking when the problem was first discovered could have got passengers to their destinations sooner. Otherwise cabin was clean and In-flight service good featuring pretzels peanuts and complimentary soft drinks. The new ""Evolve"" seating is uncomfortable and cramped with 31"" pitch. Admittedly such a lengthy delay is not customary for Southwest but their overall punctuality and cabin comfort has deteriorated in the past few years."
10594,Southwest Airlines,28-May-13,USA,10,Economy,5,YES,I'm consistency taking Southwest out of Midway to a variety of different places (LAX PHX ABQ DEN HOU LAS) and its usually the redeye. I can always judge the best and worst of airlines based on their customer service during their redeye hours. Airlines staff have always been friendly and accommodating. My partner for example was feeling ill after a trip and he was granted an early boarding pass after explaining his situation to the boarding crew. You also can't beat two free bags and no change fees; I was able to use the funds from a canceled flight towards another. Rewards program is pretty good too especially if you have a Southwest card.
10595,Southwest Airlines,28-May-13,Brazil,5,Economy,3,YES,LAS-SEA first time flying Southwest my whole experience should be described as a visit to the zoo you line to the check in kiosks at airport where you print your boarding pass and insert the bags into the system then line again to see the agent with your tags the funny part is yet to come! Boarding process as someone here said is a cattle car thing they board by groups and family traveling together in different groups start scenes on the gate it delays everything. Onboard crew not well groomed I had the impression they hated being there. The more I fly American legacy carriers the more I stop complaining about Brazilian airlines.
10596,Southwest Airlines,22-May-13,USA,0,Economy,4,NO,I fly Southwest a lot even though I don't like their cattle car boarding procedure. My latest problem with them is their customer service or lack of. I had a flight scheduled from Little Rock to Houston which was delayed 50 minutes so would miss my connection in Houston. Called to reschedule for the next day and was told I would have to pay an extra $170 for changing my flight. They offered no help and insisted I would have to pay the upgrade fee even though they had plenty of seats on flights the next day. If the flight had been delayed an hour instead of 50 minutes they would've changed my flight free!
10597,Southwest Airlines,21-May-13,USA,4,Economy,4,YES,Badly handled 3-hour delay CMH to DEN flight. This is the first time in my history with Southwest so I don't know who to blame for the misinformation lack of information and lack of concern from the CMH ground personnel. Obviously my unfailing praise for Southwest has been tempered. I hope they do some personnel training so future passengers are treated better. Date of this was 5/20/13.
10598,Southwest Airlines,21-May-13,USA,0,Economy,1,NO,Southwest airlines was able to give me the worst experience I ever had flying in an airplane which is very difficult considering I am on a flight 3-4 days a week. This was on Flight 110 from FLL to BNA on May 20 the flight was initially delayed for a short period of time due to ground delay and then a ground stop. However 60 minutes into waiting on the runway the flight had to return to the gate because they were out of required fuel. I have spent my share of long waits on runway but never had a flight turnback for fuel for a delay of 60-90 mins. This speaks about Southwest's abject lack of focus on customer service and complete focus on economics. The flight pushed back from gate after 1.20pm even though the gate was closed 5-10 mins before it and its now 3.03pm we are parked at the gate waiting for fuel refill. There hasn't been a single word or indication of when the expected time of departure or ETA is and the flight staff seem to be only smiling at our misery.
10599,Southwest Airlines,16-May-13,USA,10,Economy,4,YES,RNO-ONT-RNO. All flights on time if not a little early. Staff pleasant ground crew pleasant. Made a brief stop in Vegas on the way to Ontario and a brief stop in Oakland on the way back. Very quick turn around times. Full flights on all sectors and staff even managed to do a quick beverage service on a 35 minute flight. Southwest has a good product and I will continue to be a pleased customer.
10600,Southwest Airlines,14-May-13,USA,10,Economy,5,YES,Take Southwest weekly from Portland OR to Las Vegas. Flights in the morning have been on time. Late night returns have run from 45 mins to 2 hours delayed. Flight crews are excellent and professional. 4 non-stops between Portland and Las Vegas during the work week 2 bags checked bags free and no change fees keep me a loyal customer. Besides the later return flights and Southwest frequent schedule changes I have nothing but praise for this airline.
10601,Southwest Airlines,9-May-13,USA,0,Economy,2,NO,Columbus ticket counter was rude and condescending. Flight was delayed getting to Chicago. On leg from Chicago to PDX our previous flight delay made us the last to enter the plane. We were traveling with a 6 week old baby and a 4 year old. The flight crew did not try to help us by asking people to move seats so we were separated for the flight. It was a terrible experience. It has been a while since we flew SW but I can say that we will avoid this airline as much as possible.
10602,Southwest Airlines,9-May-13,USA,9,Economy,5,YES,Excellent fare! I flew round-trip from DAL (Dallas Love Field) to SEA (Seattle) for $228. round-trip. All flights arrived within 10 minutes of scheduled times. The flights in both directions stopped in Albuquerque. Inflight service was consistent. We had crew changes in ABQ in both directions. Although all crews were fine some were better than others.
10603,Southwest Airlines,22-Apr-13,USA,10,Economy,5,YES,We had an issue with our tickets and time our flight was to leave Indy Southwest had cancelled our original flight but had not notified us that our flight was leaving at 6.45 vs 8.10 therefore we missed our flight. The Southwest staff at Indy were very apologetic and helpful they placed on the next flight out which was a direct flight bought us breakfast and gave us vouchers to use in the future. Flight crew on this flight were excellent!
10604,Southwest Airlines,17-Apr-13,USA,0,Economy,0,NO,Horrible experience we sat in the plane for an hour only to realize that the flight was cancelled because a small plastic emergency sign would not illuminate! I suspect there was more to it than that because the plane was empty on around 20 people on board. Everyone on board suspected that they cancelled this flight because it was empty. There were no more flights out that night and we had to be in Phoenix by 7:30 am for a competition. So after getting the cold shoulder from the front desk and a voucher that she was to lazy to put in my name and she couldn't refund our flight! (we had to do that the next day). We drove all night to make the competition the next morning.
10605,Southwest Airlines,17-Apr-13,USA,10,Economy,5,YES,I have taken several flights recently from Denver to Burbank CA. Each time we left on time and usually arrival ahead of time. The Early Bird Check-in is well worth the few dollars. Having two free bags to check-in enabled me to avoid the part I usually dread - hoisting the bag into the overhead locker. The customer service was great! The other thing I really appreciate is having porters at the airport to check in the bags.
10606,Southwest Airlines,4-Apr-13,UK,10,Economy,5,YES,Five flights over the last two weeks Islip to BWI to ATL to MDW to LAX then San Diego to Oakland all left and arrived on time effortless check in. Comfortable seats and reasonable leg room. All in all an experience that beats all other US domestic carriers. I have platinum elite status with another carrier here but for domestic flights Southwest beat them hands down.
10607,Southwest Airlines,3-Apr-13,USA,2,Economy,3,YES,LHR-MIA 11 June 777-300ER in Main Cabin Extra. I read a lot of complaints about American but it is an American airline serving American tastes. It has no desire to compete with the significantly better Asian and Mid East airlines and it would seem quite happy with its 3-star rating. So don't expect too much! Main cabin extra is excellent and as my husband is a permanent gold card holder we were able to select these at no extra cost. The seats are wider and very comfortable. The extra legroom is a bonus. Everything else is as in economy. The IFE on the -300 is very swish with a large screen and huge content a marked improvement over the -200 and the 767. I've always found that if you are nice to the staff they are nice in return and this was the case on this flight. The service was prompt and efficient the food acceptable and staff were present throughout the flight. Take off and landing were about on time. Be nice keep your expectations reasonable and its ok.
10608,Southwest Airlines,26-Mar-13,USA,9,Economy,5,NO,I booked a flight from LAX to Raleigh-Durham NC. 24 hours before the flight I went on the AA web site to 'Check- in' and obtain my 'Boarding Pass'. When I selected the option to check-in I was asked if I wanted to select a seat. I elected yes and was presented which several options for only 'Paid Seats' at $86/per seat. Thinking there were no other options I selected a seat and paid the $86 for both the departing and return trips. After making and paying $172 for seats the web site asked if I wanted my boarding pass. I said yes and I was offered the option for seat selections that required no extra fee. Feeling set-up wondering why I was not offered options for all available seats from the beginning I called the AA Customer service group and the agent informed me that they could not do anything about changing my seat to one that did not require an extra fee. I then wrote them to ask why I was lead into believing I could only purchase a seat when free seats were available they simply said 'you made the decision to purchase the seat and therefore there is nothing that can do'. After this frustrating experience on the outbound flight I requested a 'bloody mary mix' just after the stewardess handed one to the stewardess covering the first class group. I was informed that they no longer had any more. Things on the return flight were equally as bad. I was unable to print a boarding pass - web message said my reservation had been cancelled. When I attempted to call the customer service group at 11.00 pm EDT the auto attendant informed me that wait time to talk with an agent was 35 minutes. Needless to say after these experiences I will never fly this airline again.
10609,Southwest Airlines,25-Mar-13,Australia,9,Economy,5,YES,MIA-LHR 16 June 777-200. Used miles to upgrade from economy. Call centre staff very helpful with this. Our flight didn't have enough upgrades available for both of us but she checked the next flight and found two. We paid a small extra charge to change flights in addition to the usual miles and co-pay but well worth it. We were originally returning on the -300 so a bit disappointed. The 2-3-2 configuration is now old hat as are the seats. American made a big mistake not going for fully flat bed seats when they bought the -200 and the angle flat seats are very out of date. Having said that they were very comfortable with huge legroom. The angle is not as bad as some I've been on though and I managed several hours sleep overnight. Lots of space and a bit of room for your bits and pieces. Service was rushed on takeoff which I assume was because the flight left at 21.20 and they wanted to allow everyone to sleep as soon as possible. Lights were out before we asked for coffee and cognac but staff willing to continue serving us as long as were wanted. Staff were visible all night as far as I could see. Be nice to the staff and they will usually be nice to you. Almost always works as it did on this flight. Food was only average certainly not what I expect for business class - grossly overcooked steak destroyed broccoli thing and something else I couldn't identify. Breakfast was a lovely omelette but it came with another grossly overcooked and dry bit of steak. It was all well presented and served however with good crockery flatware and glass wine glasses. Interesting that they did trolley service rather than tray service I have previously had on American. IFE on the -200 is dated with a reasonable screen size but limited selection of movies. It broke down at the beginning of the flight and it took a very long reboot to get it going. Certainly not up to the standard on the -300. Bose noise-reducing headphones a great idea but they are collected an hour before landing. The map feature showing flight progress etc didn't work for the entire flight. American is not trying to be one of the significantly better Asian or Mid East airlines so don't expect it to be. Keep expectations reasonable and you will likely enjoy the flight. I did.
10610,Southwest Airlines,25-Mar-13,USA,10,Economy,5,YES,LAX-LHR. Business check-in at American's terminal at LAX is a joke. 1 person to check in everyone while 2 customer service agents hang around telling us 'they're going as fast as they can'. Security was in a tiny airless room - I couldn't quite believe this was the entrance to the terminal. Once through we passed the main spacious security check-in - it was closed. At the Admirals Club things started to look up: it's large with friendly bartenders and table service for drinks. Surprised to be restricted to 2 drinks coupons though. I'm guessing it's because there are domestic passengers in the lounge too. The plane was at a remote stand so we had to take a bus out to it - this surprises me as you would have thought that LAX-LHR was a premium route and American would want to encourage passengers. On board the cabin in business class on the 777-300 is exceptional - probably best across the Atlantic. Huge seats comfy flat bed great IFE plenty of drinks and ok food. Cabin crew friendly enough. Easy to sleep on this plane. There was a delay due to a sick passenger on the incoming flight and then a minor maintenance issue - all the movies were on so we drank and watched films. Breakfast was plentiful and really fresh. Sorry to get off at LHR!
10611,Southwest Airlines,19-Mar-13,Canada,10,Economy,5,NO,We have just completed a round trip from the UK to USA two transatlantic flights and three internal flights. The first from London to Dallas was characterised by dreadful food (lunch being served immediately after an early morning take-off!) with very unfriendly and ungracious staff. The second flight from Dallas to El Paso was delayed for an hour at El Paso where we sat on the tarmac for an hour in temperatures of c.110F because of a failed air conditioning unit. Offered not so much as a glass of water. The delay meant that the car hire desk we were using was closed at El Paso. The second internal flight was from El Paso to Phoenix. This time the flight was delayed because the 'pontoon bridge' attaching the plane to the terminal was broken. Again we sat on the tarmac without refreshment. Again surly and uncooperative staff. We were sat at the back of the plane when drinks were finally offered there was very little choice left and no time to enjoy them. The third flight from Las Vegas to New York was relatively uneventful tho' with ungracious and charmless grumpy staff. The food on board was expensive terrible and tasteless. The final flight was delayed more than 2 hours at take off and just under two hours at landing. No staff would tell us what was going on the plane was changed and we were forced to split up our family seats and had to sit in different places on the plane. The food was inedible. Staff were not only surly but extremely rude. In all instances the planes were old shabby and dirty with worn through upholstery and carpets defective lavatories inflight entertainment was broken reading lights did not work fresh air vents that would not open or close and the worst cabin staff I have experienced.
10612,Southwest Airlines,19-Mar-13,USA,10,Economy,5,NO,June 12 AA169 LAX-NRT F Class. Nowadays one has quite high expectations for International First Class while adequate American met none of those expectations. On all levels it met international business class standards and no more. Cabin crew was friendly but not very visible between meals. Better off in business on JAL United Singapore or even Delta. Quite a let down.
10613,Southwest Airlines,12-Mar-13,USA,10,Economy,5,NO,June 11 2014 flight 1322 Liberia Costa Rica to MIA. Worst experience ever! On our return aircraft had an engine problem delayed flight for 4 hours missed connecting flight in MIA to NYC because of this issue. Arrived at MIA at 12am and next flight was at 6am upon leaving same engine issue flight delayed 2 more hours. On top of the fact that their aircraft's are not inspected they offer no food not even a bag of chips and there's no wifi even though they say they provide it. I travel twice every year will never fly with them again!
10614,Southwest Airlines,6-Mar-13,USA,8,Economy,4,NO,I just completed a multi city international round trip with American. 2 international flights and 3 domestic. So the international (from South America to Miami) was an overnight flight. The plane was old and the ceiling TVs stayed on all night. No sleep. All of my domestic flights were either delayed re-routed or cancelled. The first from Tampa to DFW was cancelled due to no oxygen. To top it off at my final destination back in South America one bag was delayed (hopefully not lost) as it was accidentally put on a LAN flight to Lima. 5 days later I am still waiting for it.
